v.id,on road old,on road now,years,km ,rating,condition,economy,top speed,hp,torque,buying price,profit 
457,679138,769138,9,84510,2,7,18,177,117,103,387260,11
458,414325,444325,3,27279,2,4,11,154,92,143,238739,7
459,752594,782594,3,24072,2,2,7,174,125,107,580395,6
460,303767,393767,9,88785,3,8,8,162,97,80,7454,12
461,438468,508468,7,69349,3,8,18,150,79,131,203833,14
462,1077112,1107112,3,28056,1,3,7,188,106,112,900929,7
463,551916,591916,4,38944,5,9,16,197,109,195,363244,15
464,1187211,1287211,10,99340,2,3,13,158,83,159,839896,7
465,523901,553901,3,21657,3,9,9,191,127,129,353445,13
466,864165,924165,6,51066,5,1,11,141,101,104,657259,8
467,965416,1065416,10,78520,1,10,10,140,61,176,638417,13
468,448697,458697,1,9652,1,2,7,183,135,130,291253,5
469,1102562,1172562,7,56630,3,8,10,167,108,85,880646,13
470,581975,591975,1,9292,4,6,14,167,91,98,424282,12
471,752368,832368,8,57272,1,10,8,142,65,142,513849,14
472,1158503,1228503,7,61411,4,3,12,199,99,119,932134,10
473,354837,364837,1,9153,3,8,18,163,101,176,197204,14
474,384172,484172,10,82960,4,8,18,160,105,88,52656,15
475,539831,589831,5,36630,5,4,11,197,66,158,351757,10
476,646231,706231,6,53406,5,1,7,147,128,107,436985,7
477,322836,332836,1,9859,4,1,9,194,62,91,165001,7
478,631084,721084,9,76248,2,4,18,192,61,171,347723,7
479,318014,368014,5,35605,2,10,11,174,67,131,130728,13
480,663543,703543,4,31132,1,6,20,141,69,151,483236,10
481,1011859,1061859,5,36050,2,2,9,178,92,118,824800,7
482,1171655,1251655,8,79880,3,10,13,150,74,164,910376,16
483,866472,876472,1,8316,2,7,20,175,136,172,709836,11
484,364152,384152,2,18124,4,8,6,163,107,158,197440,15
485,1043811,1083811,4,38216,5,5,20,151,128,144,856171,13
486,985456,1065456,8,67376,5,2,9,165,117,109,737161,8
487,611281,661281,5,48420,1,2,11,140,91,106,411945,5
488,676187,736187,6,52848,1,7,17,165,96,127,467327,10
489,961064,1021064,6,46494,2,3,7,172,95,101,758819,8
490,385853,445853,6,53652,5,6,13,195,58,98,175946,14
491,768370,828370,6,58056,5,9,8,178,51,200,553834,16
492,460020,560020,10,77220,1,2,12,172,133,186,135009,4
493,1145390,1225390,8,72560,3,7,13,157,68,147,891662,13
494,673507,763507,9,74142,4,10,14,140,105,131,391612,16
495,572236,632236,6,55464,3,2,10,159,100,149,361021,6
496,1156949,1226949,7,53249,4,1,19,193,78,198,938918,7
497,1122633,1202633,8,69280,3,7,11,181,114,180,872185,13
498,1059846,1149846,9,72918,5,10,12,154,62,106,779104,18
499,929395,969395,4,28000,1,8,6,147,92,85,752052,12
500,1117685,1187685,7,49084,4,3,17,159,112,167,903643,9
501,1141577,1221577,8,71768,4,3,16,166,116,152,888890,9
502,925146,1025146,10,70370,3,10,6,191,61,91,606145,14
503,836922,866922,3,26919,5,10,6,170,65,181,660985,17
504,392385,432385,4,34252,2,5,9,158,114,197,208958,8
505,838274,858274,2,19706,1,8,17,166,105,90,670217,10
506,685995,765995,8,74264,2,8,7,196,87,128,430563,13
507,892071,902071,1,9436,1,4,20,195,54,115,734659,8
508,754188,774188,2,15714,5,4,19,148,86,98,590123,11
509,716328,776328,6,46134,3,7,7,153,134,143,514018,11
510,928627,1028627,10,70980,4,6,14,174,68,92,609247,12
511,1151223,1231223,8,58208,1,6,7,158,99,106,912096,10
512,1006132,1106132,10,98770,5,4,8,164,79,166,659043,10
513,1165155,1175155,1,7442,4,4,12,182,93,146,1009476,10
514,507338,607338,10,74960,5,8,15,164,129,141,183747,15
515,1018099,1028099,1,8397,1,1,19,153,89,109,862005,3
516,675646,765646,9,81747,4,7,9,193,97,149,386371,14
517,792320,832320,4,36572,5,6,16,190,97,131,606245,12
518,582716,662716,8,73992,5,6,14,198,80,199,327477,13
519,756906,836906,8,71440,5,5,10,141,60,116,504298,13
520,703692,743692,4,30192,5,3,7,155,104,104,524240,10
521,801968,861968,6,53148,5,4,11,177,58,188,592725,11
522,1100109,1120109,2,18038,1,9,8,140,133,155,933639,13
523,824015,884015,6,57576,5,3,9,196,138,164,610427,11
524,658612,738612,8,75800,3,6,14,191,65,140,401725,11
525,738898,818898,8,68464,2,10,10,177,108,119,489110,15
526,465154,495154,3,28068,5,1,19,183,76,169,288779,9
527,813542,913542,10,84110,2,6,14,191,98,114,481196,11
528,855071,905071,5,40980,4,8,8,142,60,132,662410,14
529,874701,914701,4,31680,5,9,13,165,135,166,693293,15
530,714935,804935,9,64575,4,4,8,200,85,158,443075,10
531,489973,579973,9,75690,2,7,10,194,114,164,206915,11
532,943015,983015,4,28060,2,4,10,141,136,170,765867,8
533,574350,624350,5,46135,3,8,7,164,118,187,376611,14
534,932421,1002421,7,49175,2,1,16,160,52,133,718648,6
535,533988,623988,9,86022,4,3,20,168,133,151,240766,9
536,952871,972871,2,18078,3,2,20,155,124,108,786786,8
537,408004,478004,7,64967,4,9,16,178,57,135,177599,16
538,937370,1037370,10,99720,2,6,6,153,128,134,589414,10
539,960138,1060138,10,96060,5,8,20,144,113,179,615447,16
540,1046674,1126674,8,59024,1,8,19,166,59,195,806563,12
541,311293,391293,8,67880,4,3,14,150,128,143,62494,10
542,1136785,1176785,4,33852,3,2,17,165,128,197,953934,6
543,862095,952095,9,63702,3,8,18,198,70,86,590865,13
544,817815,907815,9,71865,1,3,20,141,85,107,539017,7
545,775827,835827,6,43542,5,8,17,174,97,183,575878,16
546,716394,736394,2,14322,5,7,6,155,106,137,553484,14
547,1081935,1141935,6,51060,5,5,15,148,77,182,874699,11
548,1057220,1067220,1,8019,3,5,6,183,133,153,900964,9
549,848282,928282,8,78480,1,3,17,177,119,145,589150,6
550,708691,748691,4,30064,3,2,6,159,57,97,529628,7
551,545895,615895,7,53312,2,5,17,186,134,96,327625,8
552,371545,471545,10,81150,4,9,11,172,101,162,41764,14
553,497095,577095,8,68168,5,1,11,173,74,192,248095,8
554,1067517,1167517,10,89640,4,7,17,166,130,175,729398,13
555,1088641,1178641,9,78606,4,5,9,183,98,127,802667,11
556,409352,449352,4,38312,5,7,12,163,64,126,221460,13
557,341766,421766,8,57328,5,3,16,143,113,159,103434,11
558,498008,538008,4,35928,4,8,20,166,118,148,312500,14
559,923061,953061,3,23121,2,6,20,142,53,172,751461,9
560,753965,783965,3,27897,3,9,15,168,72,171,577269,14
561,312293,412293,10,88270,3,10,14,167,92,190,24000,15
562,329217,399217,7,61509,2,2,20,170,67,93,103017,5
563,1176722,1216722,4,28932,4,8,16,140,53,164,998210,15
564,837455,937455,10,81310,4,1,20,163,67,94,508170,8
565,698591,798591,10,96060,1,9,18,142,133,92,354131,11
566,410831,480831,7,64204,2,6,17,191,119,100,181584,10
567,1141987,1171987,3,23502,1,1,20,193,132,163,970546,3
568,546416,626416,8,58216,5,9,11,171,79,138,306728,15
569,776033,856033,8,64408,1,1,20,174,65,186,531161,5
570,358451,458451,10,77020,4,5,18,197,132,193,33112,12
571,770939,810939,4,36260,3,7,20,183,127,148,585255,11
572,482386,552386,7,61131,5,5,18,162,118,117,256048,13
573,596023,616023,2,14622,2,6,14,140,96,157,433133,9
574,1029747,1049747,2,15084,2,9,9,167,116,194,866152,14
575,1069169,1089169,2,15426,3,2,6,178,108,81,905736,8
576,1132998,1222998,9,78705,5,6,19,181,119,86,846765,13
577,510702,540702,3,28116,5,8,8,151,52,132,333712,14
578,1034207,1104207,7,65793,3,7,13,172,97,143,803207,13
579,666291,696291,3,25821,3,1,15,165,82,173,492343,5
580,644959,674959,3,23145,5,6,12,154,124,110,473092,12
581,1115121,1165121,5,38695,2,1,18,164,128,186,925510,4
582,678370,688370,1,8907,2,1,9,173,105,87,521671,4
583,1023068,1043068,2,17202,1,2,20,164,66,96,858043,6
584,1063921,1073921,1,9614,1,5,13,142,116,94,906242,9
585,617466,647466,3,28173,1,1,18,181,135,101,441354,4
586,550413,620413,7,52535,1,2,6,187,95,190,333280,6
587,937864,1027864,9,72846,5,5,13,146,105,153,657569,13
588,412139,482139,7,65345,3,2,19,163,108,81,182012,7
589,913535,933535,2,16302,3,2,9,185,55,111,749226,7
590,854119,934119,8,78640,2,7,16,184,113,200,594392,12
591,330438,420438,9,69750,3,4,15,183,65,200,53488,8
592,326433,406433,8,78568,5,5,16,192,59,166,66697,12
593,1136868,1196868,6,58998,1,4,17,163,110,132,922119,6
594,1061114,1151114,9,69651,2,2,8,187,76,183,784530,5
595,642890,652890,1,9533,4,3,17,182,122,183,485205,10
596,924767,994767,7,63364,3,8,7,158,122,115,696117,14
597,1097724,1117724,2,15640,5,8,9,182,60,160,933421,16
598,853008,903008,5,45640,4,10,9,193,54,96,655539,17
599,461416,531416,7,68579,5,9,6,185,135,150,227326,16
600,705682,805682,10,88980,1,6,13,164,61,123,368551,9
601,751842,811842,6,52086,2,1,13,192,77,94,544189,6
602,1025268,1075268,5,42940,1,5,9,185,129,195,831139,8
603,918242,1008242,9,77301,4,9,12,187,104,100,633261,14
604,335546,405546,7,50953,1,3,16,164,133,176,119902,7
605,946344,1016344,7,66507,4,4,12,180,107,139,714794,10
606,656306,676306,2,17434,5,7,17,149,74,162,490284,15
607,525224,565224,4,28512,3,3,20,188,113,164,347624,9
608,993264,1083264,9,75744,3,1,15,152,129,83,710587,5
609,1194789,1264789,7,68831,3,4,13,195,124,198,961000,8
610,832324,912324,8,67936,1,1,18,188,79,170,583924,4
611,352084,442084,9,69327,3,6,14,167,84,176,75389,11
612,1175732,1275732,10,74230,1,6,15,140,74,174,853351,9
613,619428,699428,8,66912,1,6,6,191,57,81,371597,8
614,612953,672953,6,54762,1,8,19,179,56,178,402096,10
615,1156490,1226490,7,62286,3,9,19,144,86,195,928841,13
616,583875,623875,4,37204,5,8,13,178,55,99,397016,14
617,1015188,1035188,2,19216,3,8,10,193,83,135,847461,14
618,685076,765076,8,78152,2,10,20,197,101,85,425600,14
619,601924,671924,7,62496,4,8,9,199,59,163,374065,13
620,774601,814601,4,34236,1,1,17,169,137,89,591645,4
621,1123005,1163005,4,29280,3,4,13,171,66,124,944550,8
622,737988,747988,1,7573,5,1,9,194,136,182,582350,7
623,329898,419898,9,87345,3,6,14,182,51,121,35185,11
624,670350,690350,2,19212,4,6,17,156,64,199,502706,12
625,1100290,1180290,8,64640,1,7,15,198,97,111,854646,11
626,974697,1074697,10,93280,2,2,6,156,109,162,633533,6
627,491100,591100,10,99310,1,10,16,144,94,80,143311,14
628,410257,460257,5,41410,5,2,17,174,108,108,217571,8
629,1122649,1142649,2,14144,1,10,14,198,122,152,959994,14
630,802583,892583,9,73404,5,10,11,161,119,114,521355,17
631,647647,747647,10,86520,5,8,12,179,76,91,312496,16
632,1123217,1143217,2,16354,1,9,9,161,134,92,958431,13
633,686313,776313,9,89541,3,5,12,182,81,95,389487,9
634,593163,603163,1,7215,3,3,19,141,122,122,437883,7
635,1181702,1241702,6,48918,3,9,17,184,113,80,976452,15
636,1163836,1183836,2,16332,2,1,18,192,63,194,999681,5
637,1037149,1057149,2,16788,1,4,20,140,89,162,872354,6
638,902367,992367,9,67023,4,8,14,149,59,181,627739,14
639,836607,876607,4,30252,1,8,8,199,52,129,657012,12
640,658177,728177,7,56091,5,7,13,144,52,179,436723,14
641,437804,447804,1,9374,4,5,11,149,99,167,280110,11
642,946465,956465,1,8442,4,9,12,197,63,154,789391,15
643,722086,822086,10,80980,3,4,15,181,103,116,392955,8
644,826264,866264,4,33496,3,3,18,176,88,80,643680,8
645,1166826,1236826,7,64372,2,6,17,192,131,149,937411,11
646,1050101,1070101,2,17300,4,6,7,196,93,129,884369,12
647,434283,494283,6,43182,4,7,6,198,96,114,234846,12
648,615383,715383,10,92450,3,7,7,145,95,189,274533,12
649,654613,714613,6,43926,2,3,10,174,95,182,454936,6
650,623725,653725,3,25014,2,8,9,159,103,140,450068,11
651,587052,597052,1,9408,1,10,16,178,76,148,429164,13
652,1063446,1093446,3,22671,5,7,13,169,103,92,891976,15
653,371501,401501,3,21348,4,1,19,150,68,178,201935,6
654,1121937,1171937,5,39820,5,1,20,187,80,114,930928,9
655,1046605,1056605,1,8787,4,7,19,144,112,113,889338,13
656,1104842,1184842,8,72912,3,4,18,192,72,89,851011,8
657,1007374,1037374,3,21351,2,4,15,152,127,100,837716,9
658,414663,464663,5,39865,5,4,12,182,77,119,223354,10
659,528596,578596,5,36915,2,10,7,184,110,187,340000,14
660,982921,1042921,6,51462,2,8,20,160,133,190,775283,13
661,856882,866882,1,9555,1,2,10,153,123,96,699535,4
662,376875,436875,6,49776,1,3,10,165,56,101,171439,7
663,1073586,1133586,6,51132,3,10,15,149,123,91,866047,15
664,1185136,1275136,9,67410,4,7,6,171,134,177,910198,14
665,813078,853078,4,29404,3,1,9,169,63,87,634766,5
666,511614,531614,2,14480,2,2,9,147,75,141,349218,7
667,814812,884812,7,49504,1,3,15,142,124,101,600617,7
668,796596,856596,6,59304,5,2,14,189,103,86,581365,10
669,723344,763344,4,29812,5,7,12,150,85,87,543952,14
670,693319,733319,4,35420,4,10,18,146,101,80,508171,15
671,1103372,1143372,4,28284,2,6,13,144,81,95,925828,11
672,676159,716159,4,29360,5,6,7,165,119,141,497296,13
673,951847,1011847,6,50808,5,8,8,152,94,125,744632,15
674,518617,578617,6,48018,3,1,20,192,127,196,314939,7
675,345976,365976,2,17442,4,8,15,157,115,80,179946,14
676,742663,842663,10,82580,1,7,15,174,64,101,411847,10
677,1089894,1189894,10,76100,3,4,6,189,109,160,765643,10
678,624123,714123,9,81162,2,3,14,167,133,182,335937,6
679,519007,549007,3,29325,1,2,19,198,118,82,341648,6
680,749481,779481,3,27018,1,6,6,198,140,157,574069,9
681,398127,498127,10,84510,3,6,15,183,52,132,65298,10
682,377481,397481,2,17830,4,10,11,176,84,149,210915,15
683,361676,461676,10,99380,1,2,19,159,73,155,14505,5
684,525481,595481,7,67655,1,4,15,147,62,174,293044,6
685,757238,857238,10,74900,1,3,17,173,98,80,434454,7
686,803469,863469,6,58686,1,1,15,195,90,148,589311,5
687,1030439,1120439,9,69237,3,1,17,152,52,94,754269,6
688,565202,585202,2,14630,2,9,9,149,71,87,402061,14
689,936205,966205,3,28146,3,10,10,157,100,112,759185,16
690,658858,738858,8,77632,3,10,20,144,133,171,399827,16
691,1010208,1060208,5,35735,3,7,9,188,112,81,822948,12
692,1059640,1099640,4,34380,4,7,14,182,96,168,875757,14
693,430903,530903,10,84820,1,8,20,164,59,188,97764,12
694,743560,803560,6,57576,2,1,13,153,88,106,530417,4
695,1051503,1141503,9,75051,1,2,17,154,129,120,769612,6
696,955153,1025153,7,64358,2,2,16,169,119,109,726104,6
697,1154235,1174235,2,18840,4,8,16,183,67,152,986807,13
698,941458,991458,5,38490,4,2,12,175,64,188,751779,7
699,1172554,1242554,7,49497,3,5,12,177,84,193,958014,10
700,851754,861754,1,9290,2,2,15,179,72,181,694579,5
701,1022275,1062275,4,33104,2,9,14,146,72,114,839668,14
702,318498,328498,1,8876,2,1,18,196,99,162,161830,6
703,940094,1000094,6,43866,1,10,7,160,68,158,739973,12
704,383719,483719,10,73810,3,3,12,157,123,98,61845,9
705,548232,608232,6,57546,5,7,16,155,135,121,334354,14
706,532331,632331,10,92590,3,10,11,191,130,162,191110,16
707,666524,696524,3,24480,1,10,8,145,69,119,493322,12
708,705305,755305,5,35650,5,3,10,184,103,161,518294,9
709,557311,657311,10,86750,1,5,9,166,111,155,222497,8
710,653130,683130,3,23001,1,2,13,190,58,163,482095,4
711,992078,1082078,9,76428,2,9,16,180,68,97,708122,12
712,1016431,1086431,7,54586,4,6,14,175,129,106,796638,13
713,509081,539081,3,25896,1,1,16,188,102,126,335246,5
714,470572,520572,5,42260,4,6,10,180,108,95,276787,11
715,956831,1056831,10,98810,1,7,16,192,102,200,609785,10
716,902250,972250,7,53522,5,10,15,197,116,138,683146,16
717,345978,435978,9,69579,1,9,10,182,62,144,68950,12
718,514438,554438,4,33504,3,5,11,189,116,105,331674,9
719,864364,924364,6,49986,4,6,16,185,116,92,658202,11
720,1074910,1114910,4,30936,4,4,17,158,58,99,894714,11
721,819325,839325,2,19278,4,1,16,170,78,196,652040,7
722,612484,632484,2,17514,4,5,6,177,55,90,446619,11
723,516976,576976,6,58338,5,4,11,183,98,104,302543,12
724,392672,412672,2,15922,5,4,10,179,89,174,228399,12
725,696925,776925,8,75640,3,1,17,199,140,85,440633,6
726,1072690,1112690,4,34504,5,2,12,172,110,101,889011,8
727,508575,528575,2,16374,1,6,14,176,115,95,344018,10
728,496886,596886,10,95720,2,4,10,184,67,200,153102,9
729,1177932,1277932,10,89260,4,8,7,182,121,178,840116,13
730,565946,645946,8,63496,4,2,19,196,109,118,321618,7
731,389826,429826,4,31268,4,2,19,143,119,133,209470,9
732,381512,401512,2,18062,5,8,14,146,92,197,214787,16
733,689054,789054,10,89750,4,7,8,161,89,200,350825,12
734,490146,550146,6,46740,1,1,9,161,61,120,287934,3
735,492594,542594,5,35680,3,8,16,173,88,186,305310,14
736,769776,869776,10,90630,1,8,16,172,133,172,430827,10
737,1055855,1115855,6,51726,1,2,16,150,51,155,848562,6
738,313837,333837,2,15244,2,6,13,189,53,175,150325,10
739,459849,469849,1,7458,5,10,12,174,51,161,303615,16
740,1088112,1178112,9,65970,5,8,10,197,92,102,814462,14
741,383621,433621,5,37220,4,6,14,190,83,115,194876,13
742,403980,413980,1,7801,2,7,20,155,65,83,247859,12
743,1001072,1031072,3,24012,3,3,11,154,118,95,828753,8
744,1194871,1264871,7,65513,4,8,16,149,112,153,963995,15
745,682739,732739,5,35735,5,4,7,150,120,107,495560,12
746,346586,436586,9,74457,4,8,13,196,125,140,64524,13
747,628914,718914,9,85563,1,1,9,140,110,141,336606,4
748,713238,803238,9,81603,2,5,12,140,112,124,424435,10
749,529068,609068,8,57376,1,5,12,159,89,145,290860,7
750,355068,375068,2,14364,2,1,11,160,104,99,192881,4
751,558129,568129,1,7319,1,1,17,174,53,146,403113,4
752,599328,659328,6,47028,2,1,17,162,95,117,396733,5
753,953223,1053223,10,80270,3,2,6,149,117,99,624978,6
754,784313,854313,7,59913,4,5,19,194,92,107,559274,10
755,316811,336811,2,15616,5,9,6,151,91,145,152459,15
756,885883,945883,6,53730,1,9,6,179,77,169,675977,12
757,440647,450647,1,8419,2,9,17,185,138,173,283748,13
758,611605,631605,2,14200,4,9,6,156,126,84,448742,16
759,1090725,1190725,10,77920,3,9,18,158,64,196,764249,13
760,934081,984081,5,36265,2,7,15,145,59,80,746372,12
761,586844,596844,1,9019,1,5,20,184,104,147,429760,7
762,550986,610986,6,54156,5,4,10,142,76,161,340735,12
763,840644,870644,3,29166,4,10,12,143,135,107,662531,16
764,376955,396955,2,18960,4,2,14,167,132,193,209899,8
765,513836,613836,10,86440,2,4,7,167,134,139,179332,7
766,414528,464528,5,46570,5,6,8,181,74,106,216354,14
767,765337,825337,6,56316,2,9,7,171,73,94,552766,14
768,884658,964658,8,60040,1,4,9,196,138,151,643875,6
769,550923,640923,9,85662,5,8,13,164,92,197,257581,14
770,640169,650169,1,8826,5,4,10,174,126,135,483023,12
771,654376,694376,4,28240,2,5,10,143,128,105,476961,9
772,1116926,1156926,4,34492,5,9,7,196,116,105,932706,15
773,1036700,1106700,7,65037,2,2,9,174,54,92,806972,7
774,777443,857443,8,75224,1,8,10,156,128,191,521132,11
775,848968,888968,4,31480,1,7,16,191,55,117,668228,9
776,908328,948328,4,31556,3,8,17,177,136,170,727269,13
777,1165899,1265899,10,94240,5,6,19,170,100,97,823180,12
778,1084778,1104778,2,16436,4,3,19,145,74,129,920159,9
779,961043,981043,2,14206,3,7,11,143,124,178,798405,13
780,1080675,1090675,1,8528,2,10,16,163,116,100,923590,15
781,1082803,1112803,3,21021,5,6,9,170,125,114,913060,14
782,367844,407844,4,33500,4,7,12,150,123,144,184841,13
783,870395,890395,2,15044,3,4,9,194,95,83,707168,10
784,737628,777628,4,29972,4,6,13,192,99,107,558232,12
785,902706,912706,1,9760,3,8,10,174,52,94,744466,14
786,369364,399364,3,24852,2,5,10,188,121,94,196118,10
787,549438,579438,3,24240,1,2,6,173,53,96,377164,5
788,730317,740317,1,9244,1,6,7,169,68,81,572921,9
789,556975,616975,6,51390,5,9,11,196,91,159,349105,15
790,629662,679662,5,38525,2,6,6,151,138,178,439776,11
791,974704,1024704,5,39050,1,1,13,180,55,168,784833,5
792,741430,811430,7,54019,3,9,9,192,62,162,522048,13
793,1099989,1119989,2,16430,3,7,19,200,89,164,935127,11
794,1081277,1121277,4,31872,5,7,20,149,64,119,899825,15
795,440905,540905,10,79700,1,10,8,166,65,117,112726,13
796,721413,761413,4,30736,4,9,19,145,50,171,541022,16
797,539116,559116,2,16922,3,6,10,182,128,121,373843,12
798,732124,772124,4,32208,3,5,6,143,110,152,550656,11
799,1173903,1253903,8,59168,2,8,14,167,133,150,933567,13
800,723067,823067,10,87170,1,1,6,171,79,171,388201,3
801,536554,636554,10,73050,4,9,13,144,70,100,214873,16
802,925889,975889,5,37850,4,3,6,165,71,149,736763,8
803,814139,854139,4,36476,5,8,16,175,136,191,628008,14
804,801431,861431,6,46242,2,5,18,186,67,120,599262,9
805,383902,483902,10,70140,3,10,15,155,117,110,65131,15
806,743785,813785,7,64365,1,6,17,145,140,163,514462,8
807,1067568,1137568,7,67816,5,6,7,146,119,149,834466,13
808,618001,628001,1,8071,3,4,11,191,100,138,461778,10
809,363522,433522,7,66570,5,2,12,166,84,196,131994,9
810,773252,823252,5,46070,2,6,17,183,112,98,575821,9
811,558927,608927,5,40370,1,1,18,173,86,134,367736,5
812,747487,767487,2,17198,2,3,9,199,120,108,582282,7
813,431499,491499,6,52278,5,9,9,149,72,163,222741,17
814,546950,586950,4,28340,1,7,12,176,106,167,369350,9
815,1164065,1204065,4,28772,1,4,17,171,72,148,986294,7
816,985599,1085599,10,70930,2,4,11,149,84,195,666605,7
817,452206,552206,10,76430,1,5,15,147,86,160,127712,8
818,857722,947722,9,84762,5,6,13,176,105,168,565432,14
819,981494,1021494,4,32968,3,5,9,191,72,141,799266,11
820,540798,590798,5,44355,2,2,12,141,115,128,345434,5
821,1019026,1089026,7,65471,4,2,13,163,109,124,788684,9
822,547099,607099,6,46086,3,9,7,174,87,82,344681,14
823,660954,750954,9,71622,1,1,16,164,108,182,382587,3
824,848990,928990,8,70608,1,2,17,191,116,158,597823,6
825,993427,1093427,10,92270,3,3,7,152,121,128,653093,7
826,925152,945152,2,16422,4,4,16,158,55,102,760462,10
827,1006199,1066199,6,54144,3,1,8,199,95,150,796395,7
828,1141298,1161298,2,19858,3,8,9,169,111,157,972929,12
829,715764,755764,4,30268,5,3,16,148,121,170,536236,9
830,710661,740661,3,26469,3,4,11,145,78,177,535798,9
831,1124409,1204409,8,77448,5,5,12,191,132,199,865793,13
832,785314,805314,2,17286,5,9,6,186,106,85,619292,16
833,458719,498719,4,32788,3,4,16,171,127,159,276756,8
834,409092,449092,4,34396,1,10,9,163,79,96,225193,13
835,994105,1094105,10,70320,4,8,19,151,70,160,675229,13
836,1116158,1156158,4,37904,2,6,9,144,50,187,928994,9
837,435074,515074,8,60872,1,7,15,143,119,97,193198,9
838,693740,743740,5,49450,1,1,10,193,95,124,493469,4
839,928255,938255,1,9607,5,6,15,190,78,144,770168,14
840,831542,861542,3,25983,3,6,7,190,104,126,656997,11
841,702339,762339,6,42624,3,6,7,168,101,107,503620,10
842,1144152,1244152,10,72780,1,3,8,181,122,161,823488,7
843,1190730,1250730,6,57174,1,2,10,169,132,112,977989,6
844,631707,681707,5,41450,5,2,12,166,97,173,438981,10
845,1017793,1057793,4,29336,2,9,17,183,134,142,838954,14
846,1149336,1239336,9,78084,3,7,8,196,113,93,863803,11
847,662929,712929,5,48170,5,9,18,180,124,84,462930,15
848,680939,690939,1,7181,1,4,17,149,87,120,525782,6
849,1017920,1077920,6,54990,3,10,14,181,116,158,806523,16
850,599825,619825,2,16986,4,3,9,179,75,84,434656,8
851,531332,601332,7,67193,2,4,12,170,89,124,299268,7
852,512570,522570,1,7644,2,4,8,198,68,93,356861,7
853,831151,871151,4,28672,5,2,9,191,108,176,653304,8
854,336588,356588,2,18718,2,6,18,158,117,138,169602,9
855,512960,552960,4,37256,1,4,13,166,130,87,326705,7
856,1128034,1188034,6,48042,1,8,13,146,71,170,923897,12
857,418052,488052,7,64652,5,10,15,148,52,178,187818,18
858,641758,741758,10,78040,1,2,6,183,132,196,315927,4
859,620652,660652,4,34384,4,5,13,184,130,171,436925,11
860,525432,545432,2,17550,3,2,12,144,56,86,359875,8
861,421568,491568,7,65324,1,8,20,193,69,108,191118,11
862,894037,994037,10,86980,4,3,12,142,71,171,558906,10
863,411426,471426,6,50874,3,7,10,174,129,174,204376,13
864,534237,544237,1,9059,5,7,8,197,116,146,376621,15
865,376656,426656,5,41775,2,7,19,170,64,105,183437,11
866,323267,373267,5,42900,5,4,12,197,71,178,128923,10
867,432984,532984,10,92330,2,6,15,182,94,183,92418,10
868,1003673,1053673,5,36685,4,3,11,144,50,97,815712,8
869,640044,670044,3,25011,1,7,19,172,139,111,466554,9
870,678020,688020,1,8597,2,10,6,172,129,118,520866,15
871,662986,752986,9,81261,3,1,16,182,123,176,374792,5
872,621288,691288,7,52871,1,2,12,181,96,122,403819,6
873,615583,715583,10,76550,5,6,11,151,115,195,290554,13
874,967223,1037223,7,68495,3,4,16,172,72,188,733770,8
875,889649,919649,3,22137,5,10,19,192,113,194,718494,18
876,568465,598465,3,25944,3,2,14,176,114,128,394303,8
877,1162064,1202064,4,33768,3,10,19,186,139,87,978641,15
878,522491,602491,8,62864,2,3,12,160,56,128,278884,6
879,1003095,1073095,7,65905,1,9,20,192,87,105,771983,11
880,748682,838682,9,81540,5,3,15,189,128,173,459857,9
881,964739,984739,2,16732,5,1,6,171,93,143,799911,9
882,916685,1006685,9,64674,4,7,20,191,58,104,644483,13
883,1170564,1220564,5,49175,2,6,18,147,88,165,970028,9
884,969916,1009916,4,30848,1,6,20,147,101,111,789893,10
885,968294,1028294,6,49596,3,9,15,176,132,129,762366,15
886,958619,968619,1,7926,5,7,13,150,137,84,802136,13
887,408018,428018,2,16248,3,4,12,180,115,155,243587,9
888,581699,651699,7,62762,1,6,15,161,66,113,353979,10
889,586411,656411,7,51702,4,1,8,148,70,170,369927,7
890,996237,1096237,10,83730,4,9,13,199,134,112,663876,14
891,773736,783736,1,8150,1,7,18,156,138,166,617349,9
892,342191,442191,10,84580,4,8,7,180,53,190,9055,14
893,334847,434847,10,94030,2,10,19,179,61,106,60000,14
894,916017,956017,4,33124,1,5,15,164,126,151,733805,7
895,614099,694099,8,73352,1,3,19,185,77,115,360095,6
896,863244,873244,1,7222,4,9,20,172,118,194,707390,15
897,820139,890139,7,53270,1,10,17,150,89,84,601583,13
898,968786,988786,2,18748,3,10,11,163,114,138,801375,16
899,1085342,1175342,9,85329,5,6,10,168,90,158,792485,12
900,982618,1072618,9,88785,5,4,14,194,133,96,686465,10
901,872963,972963,10,80580,2,1,17,188,68,109,544592,5
902,1036830,1136830,10,91640,3,4,15,180,120,80,697039,8
903,1156135,1206135,5,48965,5,4,20,159,71,99,955726,11
904,655690,675690,2,19714,5,9,14,197,102,85,487240,17
905,520047,540047,2,15968,5,5,14,160,128,81,355647,13
906,964170,974170,1,9539,2,9,17,193,135,148,806151,14
907,1106070,1206070,10,99000,1,1,16,182,113,84,759374,3
908,841524,851524,1,8860,2,7,19,168,100,142,684344,10
909,607999,677999,7,62741,2,10,16,148,116,185,379895,14
910,413538,423538,1,7713,3,1,6,157,106,193,257940,6
911,831233,881233,5,38155,2,9,9,170,133,86,641474,14
912,906983,966983,6,50832,3,1,11,142,54,171,700491,7
913,1104827,1164827,6,54246,1,1,17,142,95,143,895109,4
